forecaster,alpha,asset,slope,se,ci_lo,ci_hi,r2,n_points,contains_half,intercept
TimesFM-2.5,0.01,BOVESPA,-0.6832220232485233,0.034865383477501746,-0.7515581748644268,-0.6148858716326199,0.9922481257276923,5,False,-0.4039636105553148
TimesFM-2.5,0.01,NIFTY,-0.8274981813041661,0.09535506115715565,-1.014394101172191,-0.640602261436141,0.9616902031722258,5,False,-0.04730038774121681
TimesFM-2.5,0.01,ASX200,-0.8579178790472474,0.09883996350963051,-1.0516442075261232,-0.6641915505683715,0.9617054434743165,5,False,0.10017884104158536
TimesFM-2.5,0.01,ICLN,-0.6885750898100739,0.12323435854905859,-0.9301144325662287,-0.447035747053919,0.9123330927200942,5,True,-0.12889548197096
TimesFM-2.5,0.01,TLT,-0.9862165594194546,0.11210479729968126,-1.20594196212683,-0.7664911567120793,0.9626828635540348,5,False,0.16350042259576014
TimesFM-2.5,0.01,IBGL,-0.7067836712721363,0.07239990367277206,-0.8486874824707695,-0.564879860073503,0.9694814619458256,5,False,-0.6707459447673401
TimesFM-2.5,0.01,DJCI,-1.032508445736475,0.19324828554914322,-1.4112750854127958,-0.6537418060601543,0.9049028930253024,5,False,0.7495515855399093
TimesFM-2.5,0.01,GOLD,-0.5955655304101845,0.019996927852445487,-0.6347595090009777,-0.5563715518193912,0.9966292825513932,5,False,-1.3241895856357107
TimesFM-2.5,0.01,WTI,-0.6343000172852853,0.013308854080830733,-0.6603853712837136,-0.608214663286857,0.9986810147799959,5,False,-0.15613030201610645
TimesFM-2.5,0.01,NATGAS,-0.8389991545804939,0.06278685673067917,-0.9620613937726251,-0.7159369153883627,0.9834765885331428,5,False,0.8103434356181074
TimesFM-2.5,0.01,CBU0,-0.6413917155199693,0.05499238717503952,-0.7491767943830467,-0.5336066366568919,0.9784222562861157,5,False,-2.06741996510958
TimesFM-2.5,0.01,BTC,-0.4451606149023999,0.05366437170182345,-0.5503427834379738,-0.33997844636682595,0.9582239930685905,5,True,-1.0779248700795785
TimesFM-2.5,0.01,ETH,-1.340527736367148,0.2216046533364309,-1.7748728569065526,-0.9061826158277434,0.9242283598351755,5,False,4.162173571554189
TimesFM-2.5,0.01,EURUSD,-0.8701789497742327,0.14436882427398517,-1.1531418453512436,-0.5872160541972218,0.9237231458215189,5,False,0.19995801909493416
TimesFM-2.5,0.01,GBPUSD,-0.8253593310028273,0.09188294854139474,-1.0054499101439611,-0.6452687518616936,0.9641531502953999,5,False,-0.26743205161286365
TimesFM-2.5,0.01,USDJPY,-0.4867021445787284,0.024849589693135676,-0.5354073403772743,-0.43799694878018247,0.9922402094026778,5,True,-2.371994689033194
TimesFM-2.5,0.01,AUDUSD,-0.9109524806465733,0.030747441272295416,-0.9712174655402723,-0.8506874957528743,0.9965938327750672,5,False,-0.14011436517867004
TimesFM-2.5,0.025,SP500,-0.7347205005532149,0.05324837253503694,-0.8390873107218874,-0.6303536903845425,0.9844868660359714,5,False,-0.970595108868781
TimesFM-2.5,0.025,STOXX,-0.8824172503181668,0.04826435151656639,-0.9770153792906369,-0.7878191213456966,0.9911050011958761,5,False,-0.17226864527682828
TimesFM-2.5,0.025,GDAXI,-0.8682376552492946,0.019199458033359075,-0.9058685929946784,-0.8306067175039109,0.9985351764003124,5,False,-0.14142920217688104
TimesFM-2.5,0.025,FCHI,-0.8689949848032383,0.07131801889708884,-1.0087783018415324,-0.7292116677649442,0.9801939767098042,5,False,-0.09691638079964093
TimesFM-2.5,0.025,FTSE100,-0.7217737582792032,0.02585703075606059,-0.772453538561082,-0.6710939779973244,0.9961646279513792,5,False,-0.9662434870547338
TimesFM-2.5,0.025,NIKKEI,-0.8393569663222727,0.008291959114845258,-0.8556092061873695,-0.823104726457176,0.9997073051871082,5,False,-0.05273668645919116
TimesFM-2.5,0.025,HSI,-1.1118578238804389,0.05069992604040902,-1.2112296789196406,-1.012485968841237,0.993800784572266,5,False,1.379321422947112
TimesFM-2.5,0.025,BOVESPA,-0.7534646249817483,0.02787902887616877,-0.8081075215790391,-0.6988217283844574,0.9959095536348955,5,False,-0.46056455197248525
TimesFM-2.5,0.025,NIFTY,-0.8874610959646018,0.09116082801207938,-1.0661363188682773,-0.7087858730609262,0.9693165110974452,5,False,-0.21897650481666275
TimesFM-2.5,0.025,ASX200,-0.8133870834220323,0.07939141710760186,-0.9689942609529318,-0.6577799058911327,0.972213399187087,5,False,-0.5371197095083922
TimesFM-2.5,0.025,ICLN,-0.8853429717826221,0.18948380013945237,-1.2567312200559488,-0.5139547235092954,0.8791845719079115,5,False,0.60660195650392
TimesFM-2.5,0.025,TLT,-0.8448036328066382,0.09880222430862924,-1.0384559924515515,-0.6511512731617248,0.9605834810749037,5,False,-1.0366749210601727
TimesFM-2.5,0.025,IBGL,-0.7500419963047674,0.0610099207254085,-0.8696214409265681,-0.6304625516829667,0.9805367707270256,5,False,-1.1495353188310213
TimesFM-2.5,0.025,DJCI,-1.0029472327419187,0.05980972342805,-1.1201742906608967,-0.8857201748229406,0.9894439876892667,5,False,0.12451786245208396
TimesFM-2.5,0.025,GOLD,-0.529140268073492,0.013724091167120105,-0.5560394867610474,-0.5022410493859366,0.9979859453875343,5,False,-2.1437531784360715
TimesFM-2.5,0.025,WTI,-0.6406941821026864,0.008713611021330893,-0.657772859704495,-0.6236155045008778,0.9994454060749346,5,False,-0.6609408308334226
TimesFM-2.5,0.025,NATGAS,-0.8230344734272398,0.07182731603287922,-0.9638160128516831,-0.6822529340027965,0.9776615510590918,5,False,0.31653862388344756
TimesFM-2.5,0.025,CBU0,-0.5742944050923909,0.047184260276380584,-0.6667755552340968,-0.481813254950685,0.9801509667862978,5,True,-3.203292971883332
TimesFM-2.5,0.025,BTC,-0.3662230930944909,0.056546143697702195,-0.4770535347419872,-0.25539265144699463,0.9332525078856085,5,False,-2.03983041571923
TimesFM-2.5,0.025,ETH,-1.2793905181141016,0.18565036394769596,-1.6432652314515857,-0.9155158047766176,0.9405838989751393,5,False,3.3723197798149087
TimesFM-2.5,0.025,EURUSD,-0.9002211711633155,0.04903811639363044,-0.9963358792948311,-0.8041064630317998,0.9911764903953452,5,False,-0.22307318490348127
TimesFM-2.5,0.025,GBPUSD,-0.9196228758133008,0.10558155658052738,-1.1265627267111344,-0.7126830249154672,0.9619604761161281,5,False,-0.3623408787254583
TimesFM-2.5,0.025,USDJPY,-0.4384556992604816,0.029096474593343535,-0.49548478946343494,-0.3814266090575283,0.9869608143340495,5,False,-3.094781662771339
TimesFM-2.5,0.025,AUDUSD,-0.9984424377203991,0.058223785265602686,-1.1125610568409803,-0.8843238185998178,0.9899012427400352,5,False,-0.1395513903890695
TimesFM-2.5,0.05,SP500,-0.6954938904572818,0.045519469766630176,-0.784712051199877,-0.6062757297146867,0.9873122812085141,5,False,-1.5476396270136838
TimesFM-2.5,0.05,STOXX,-0.9177939351700334,0.05357228891886695,-1.0227956214510125,-0.8127922488890542,0.9898819989758766,5,False,-0.3109327264216981
TimesFM-2.5,0.05,GDAXI,-0.9861366903959349,0.025687196716172086,-1.0364835959596321,-0.9357897848322376,0.9979685912632138,5,False,0.19010090091151177
TimesFM-2.5,0.05,FCHI,-0.8748052111837094,0.04430878501834487,-0.9616504298196653,-0.7879599925477534,0.992362546489519,5,False,-0.39099262187971906
TimesFM-2.5,0.05,FTSE100,-0.8448115988034962,0.043774161755237954,-0.9306089558437626,-0.7590142417632298,0.9920098819796752,5,False,-0.5891494815438305
TimesFM-2.5,0.05,NIKKEI,-0.9268269196581684,0.052152020865876766,-1.029044880555287,-0.82460895876105,0.9905906315276484,5,False,0.05666157522113835
TimesFM-2.5,0.05,HSI,-1.0705067433060242,0.08586270134545725,-1.2387976379431205,-0.902215848668928,0.9810656840070398,5,False,0.9051476292504965
TimesFM-2.5,0.05,BOVESPA,-0.7562750608934911,0.029595398039725888,-0.8142820410513538,-0.6982680807356283,0.9954268083726321,5,False,-0.8903038085292305
TimesFM-2.5,0.05,NIFTY,-0.913562738130843,0.08849621437383749,-1.0870153183035645,-0.7401101579581215,0.9726197769246255,5,False,-0.45369644941215803
TimesFM-2.5,0.05,ASX200,-0.8792763394606,0.08753546675131822,-1.0508458542931838,-0.7077068246280163,0.9711255342118443,5,False,-0.45343420890574837
TimesFM-2.5,0.05,ICLN,-0.9900672606597374,0.2625663402493033,-1.504697287548372,-0.4754372337711029,0.8257679720049402,5,True,0.8483025636174499
TimesFM-2.5,0.05,TLT,-0.718971487812909,0.06482485764532948,-0.8460282087977548,-0.5919147668280632,0.9761923535869901,5,False,-2.0394616568793085
TimesFM-2.5,0.05,IBGL,-0.7189683670947092,0.04843564471503852,-0.8139022307361847,-0.6240345034532337,0.9865674446430837,5,False,-1.751429512958989
TimesFM-2.5,0.05,DJCI,-0.9260317411893483,0.061036448619684935,-1.0456631804839307,-0.8064003018947659,0.9871345677567449,5,False,-0.7682739591477254
TimesFM-2.5,0.05,GOLD,-0.5451842897034402,0.012599273768978054,-0.5698788662906372,-0.5204897131162433,0.9984003302536739,5,False,-2.41641025648886
TimesFM-2.5,0.05,WTI,-0.6412958907215182,0.013512281090042705,-0.6677799616580019,-0.6148118197850344,0.9986699019889552,5,False,-1.0998882679872697
TimesFM-2.5,0.05,NATGAS,-0.8175549933481935,0.041401662998464116,-0.8987022528251831,-0.7364077338712038,0.9923652569220183,5,False,-0.015014440609648183
TimesFM-2.5,0.05,CBU0,-0.6344904562110467,0.04547348940192242,-0.7236184954388146,-0.5453624169832788,0.9848243807948991,5,False,-3.294991438317659
TimesFM-2.5,0.05,BTC,-0.34486588895751924,0.040203842342628325,-0.42366541994907075,-0.2660663579659677,0.9608257638398776,5,False,-2.5059900562685327
TimesFM-2.5,0.05,ETH,-1.0792181975133994,0.036122882614588084,-1.150019047437992,-1.0084173475888067,0.9966502659953633,5,False,1.6980702906806657
TimesFM-2.5,0.05,EURUSD,-0.8639055320068555,0.04719759540533561,-0.9564128190013133,-0.7713982450123977,0.9911252317061774,5,False,-0.9307061330680435
TimesFM-2.5,0.05,GBPUSD,-0.9138602604944044,0.09962408419441027,-1.1091234655154485,-0.7185970554733603,0.965574814915119,5,False,-0.8646811614115295
TimesFM-2.5,0.05,USDJPY,-0.501771226088983,0.016462629466167188,-0.5340379798426707,-0.46950447233529524,0.9967810965653741,5,True,-3.1374145823562753
TimesFM-2.5,0.05,AUDUSD,-0.9812518116461707,0.05690452446245283,-1.0927846795925782,-0.8697189436997632,0.9900116394899394,5,False,-0.6609497846686008
